ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
248	12	2	1	0.000000	21.166667	21.166667	0.000000	0.000000	0	0	0
249	69	1	1	0.000000	28.956522	28.956522	0.000000	0.000000	0	0	0
250	1483	1	1	0.000000	25.809171	25.809171	0.000000	0.000000	0	0	0
251	3835	0	0	0.000000	20.853716	20.853716	0.000000	0.000000	0	0	0
252	385	0	2	0.000000	22.418182	22.418182	0.000000	0.000000	0	0	0
253	6513	1	0	0.000000	13.669584	13.669584	0.000000	0.000000	0	0	0
254	52	3	2	0.000000	246.692308	246.692308	0.000000	0.000000	0	0	0
255	7711	1	1	0.000000	19.104656	19.104656	0.000000	0.000000	0	0	0
256	3632	0	0	0.000000	12.990363	12.990363	0.000000	0.000000	0	0	0
257	3756	2	2	0.000000	19.434239	19.434239	0.000000	0.000000	0	0	0
258	3640	0	2	0.000000	21.249725	21.225275	0.000000	0.000000	0	0	0
259	444	2	3	0.000000	150.340090	145.977477	0.000000	0.000000	0	0	0
260	117	1	1	0.000000	120.940171	120.940171	0.000000	0.000000	0	0	0
261	3143	1	1	0.000000	19.863506	19.794464	0.000000	0.000000	0	0	0
262	81	1	1	0.000000	233.395062	233.234568	0.000000	0.000000	0	0	0
263	188	2	2	0.000000	29.973404	25.127660	0.000000	0.000000	0	0	0
264	263	1	1	0.000000	12.490494	12.490494	0.000000	0.000000	0	0	0
265	7	2	3	0.000000	51.714286	51.714286	0.000000	0.000000	0	0	0
266	132	1	1	0.000000	16.378788	16.378788	0.000000	0.000000	0	0	0
267	3377	0	0	0.000000	18.035238	18.035238	0.000000	0.000000	0	0	0
268	109	2	2	0.000000	25.357798	15.183486	0.000000	0.000000	0	0	0
269	1927	0	0	0.000000	13.915413	13.915413	0.000000	0.000000	0	0	0
270	1981	0	2	0.000000	14.651186	14.651186	0.000000	0.000000	0	0	0
271	461	0	0	0.000000	9.388286	9.388286	0.000000	0.000000	0	0	0
272	59	1	1	0.000000	24.559322	24.559322	0.000000	0.000000	0	0	0
273	85	1	2	0.000000	44.270588	34.058824	0.000000	0.000000	0	0	0
274	115	1	1	0.000000	15.400000	15.400000	0.000000	0.000000	0	0	0
275	145	1	1	0.000000	32.000000	23.703448	0.000000	0.000000	0	0	0
276	1364	1	1	0.000000	24.562317	24.490469	0.000000	0.000000	0	0	0
277	3064	0	1	0.000000	15.845627	15.540144	0.000000	0.000000	0	0	0
278	224	2	2	0.000000	148.031250	145.848214	0.000000	0.000000	0	0	0
279	1133	1	1	0.000000	22.046778	22.046778	0.000000	0.000000	0	0	0
280	81	1	1	0.000000	31.382716	31.382716	0.000000	0.000000	0	0	0
281	30	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
282	61	2	2	0.000000	15.918033	15.918033	0.000000	0.000000	0	0	0
283	648	2	2	0.000000	137.004630	135.203704	0.000000	0.000000	0	0	0
284	132	1	1	0.000000	17.340909	17.340909	0.000000	0.000000	0	0	0
285	3614	2	2	0.000000	20.317377	20.317377	0.000000	0.000000	0	0	0
286	2488	0	0	0.000000	17.649518	17.649518	0.000000	0.000000	0	0	0
287	243	1	1	0.000000	15.506173	15.506173	0.000000	0.000000	0	0	0
288	979	0	0	0.000000	15.311542	15.311542	0.000000	0.000000	0	0	0
289	81	1	1	0.000000	15.580247	15.580247	0.000000	0.000000	0	0	0
290	81	1	1	0.000000	15.827160	15.827160	0.000000	0.000000	0	0	0
291	2157	0	2	0.000000	14.489105	14.489105	0.000000	0.000000	0	0	0
292	132	1	1	0.000000	42.787879	42.787879	0.000000	0.000000	0	0	0
293	179	2	2	0.000000	150.407821	142.067039	0.000000	0.000000	0	0	0
294	602	1	1	0.000000	14.415282	14.415282	0.000000	0.000000	0	0	0
295	412	1	1	0.000000	29.516990	29.516990	0.000000	0.000000	0	0	0
296	2158	0	0	0.000000	15.638554	15.638554	0.000000	0.000000	0	0	0
297	6256	1	0	0.000000	19.433344	19.433344	0.000000	0.000000	0	0	0
298	28	2	2	0.000000	69.857143	60.107143	0.000000	0.000000	0	0	0
299	153	1	1	0.000000	101.026144	85.359477	0.000000	0.000000	0	0	0
300	97	1	1	0.000000	9.061856	9.061856	0.000000	0.000000	0	0	0
301	1720	1	1	0.000000	23.204651	23.204651	0.000000	0.000000	0	0	0
302	95	1	1	0.000000	18.768421	18.768421	0.000000	0.000000	0	0	0
303	5	2	2	0.000000	41.600000	41.600000	0.000000	0.000000	0	0	0
304	31	1	1	0.000000	17.451613	17.451613	0.000000	0.000000	0	0	0
305	42	2	2	0.000000	19.738095	19.738095	0.000000	0.000000	0	0	0
306	543	2	1	0.000000	17.813996	17.813996	0.000000	0.000000	0	0	0
307	1	3	1	0.000000	65.000000	65.000000	0.000000	0.000000	0	0	0
308	209	1	1	0.000000	17.028708	17.028708	0.000000	0.000000	0	0	0
309	3976	1	0	0.000000	20.741700	20.721076	0.000000	0.000000	0	0	0
310	96	1	1	0.000000	9.697917	9.697917	0.000000	0.000000	0	0	0
311	13	1	2	0.000000	16.615385	16.615385	0.000000	0.000000	0	0	0
312	1	2	2	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
313	2	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
314	81	1	1	0.000000	16.012346	16.012346	0.000000	0.000000	0	0	0
315	4	2	2	0.000000	28.500000	28.500000	0.000000	0.000000	0	0	0
316	4805	0	2	0.000000	18.812695	18.792716	0.000000	0.000000	0	0	0
317	132	1	1	0.000000	9.606061	9.606061	0.000000	0.000000	0	0	0
318	602	1	1	0.000000	28.124585	28.124585	0.000000	0.000000	0	0	0
319	132	1	1	0.000000	87.659091	87.659091	0.000000	0.000000	0	0	0
320	114	1	1	0.000000	10.807018	10.807018	0.000000	0.000000	0	0	0
321	1	2	2	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
322	118	1	1	0.000000	10.830508	10.830508	0.000000	0.000000	0	0	0
323	4	2	2	0.000000	29.250000	29.250000	0.000000	0.000000	0	0	0
324	2894	1	1	0.000000	17.504147	17.472702	0.000000	0.000000	0	0	0
325	92	2	1	0.000000	122.500000	35.358696	0.000000	0.000000	0	0	0
326	65	1	2	0.000000	34.200000	34.200000	0.000000	0.000000	0	0	0
327	974	1	1	0.000000	24.667351	24.667351	0.000000	0.000000	0	0	0
328	5	2	2	0.000000	17.600000	17.600000	0.000000	0.000000	0	0	0
329	3	1	2	0.000000	185.000000	185.000000	0.000000	0.000000	0	0	0
330	2	1	1	0.000000	252.000000	252.000000	0.000000	0.000000	0	0	0
331	79	1	2	0.000000	189.379747	181.493671	0.000000	0.000000	0	0	0
332	50	3	2	0.000000	42.580000	31.200000	0.000000	0.000000	0	0	0
333	1	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
334	134	1	2	0.000000	15.261194	15.261194	0.000000	0.000000	0	0	0
335	343	1	1	0.000000	20.457726	20.457726	0.000000	0.000000	0	0	0
336	59	2	2	0.000000	35.762712	35.762712	0.000000	0.000000	0	0	0
337	216	2	2	0.000000	58.453704	58.453704	0.000000	0.000000	0	0	0
338	71	1	1	0.000000	36.239437	36.239437	0.000000	0.000000	0	0	0
339	873	1	0	0.000000	16.038946	16.038946	0.000000	0.000000	0	0	0
340	431	2	2	0.000000	140.941995	139.893271	0.000000	0.000000	0	0	0
341	208	1	2	0.000000	16.043269	14.163462	0.000000	0.000000	0	0	0
342	98	1	2	0.000000	20.724490	20.724490	0.000000	0.000000	0	0	0
343	287	1	1	0.000000	14.627178	14.627178	0.000000	0.000000	0	0	0
344	896	1	1	0.000000	16.245536	16.245536	0.000000	0.000000	0	0	0
345	456	1	2	0.000000	39.217105	39.217105	0.000000	0.000000	0	0	0
346	3915	1	1	0.000000	21.552490	21.496041	0.000000	0.000000	0	0	0
347	93	2	2	0.000000	256.440860	237.935484	0.000000	0.000000	0	0	0
348	324	1	2	0.000000	52.462963	44.256173	0.000000	0.000000	0	0	0
349	2	1	2	0.000000	52.000000	52.000000	0.000000	0.000000	0	0	0
350	1	1	3	0.000000	146.000000	146.000000	0.000000	0.000000	0	0	0
351	209	2	0	0.000000	15.622010	15.622010	0.000000	0.000000	0	0	0
352	81	1	1	0.000000	11.197531	11.197531	0.000000	0.000000	0	0	0
353	81	1	1	0.000000	11.432099	11.432099	0.000000	0.000000	0	0	0
354	191	2	1	0.000000	206.272251	200.602094	0.000000	0.000000	0	0	0
355	81	1	1	0.000000	20.419753	20.419753	0.000000	0.000000	0	0	0
356	7630	1	1	0.000000	17.427654	17.414417	0.000000	0.000000	0	0	0
357	228	1	1	0.000000	22.684211	22.684211	0.000000	0.000000	0	0	0
358	14	2	2	0.000000	43.428571	43.428571	0.000000	0.000000	0	0	0
359	122	1	1	0.000000	14.385246	14.385246	0.000000	0.000000	0	0	0
360	138	2	1	0.000000	23.695652	23.695652	0.000000	0.000000	0	0	0
361	110	1	1	0.000000	28.936364	28.936364	0.000000	0.000000	0	0	0
362	62	2	1	0.000000	63.370968	63.370968	0.000000	0.000000	0	0	0
363	163	1	1	0.000000	33.932515	33.932515	0.000000	0.000000	0	0	0
364	11	1	2	0.000000	41.818182	41.818182	0.000000	0.000000	0	0	0
365	1	1	2	0.000000	60.000000	60.000000	0.000000	0.000000	0	0	0
366	5	2	2	0.000000	85.000000	85.000000	0.000000	0.000000	0	0	0
367	1	3	1	0.000000	64.000000	64.000000	0.000000	0.000000	0	0	0
368	65	2	1	0.000000	42.261538	42.261538	0.000000	0.000000	0	0	0
369	81	1	1	0.000000	16.222222	16.222222	0.000000	0.000000	0	0	0
370	88	1	1	0.000000	13.272727	13.272727	0.000000	0.000000	0	0	0
371	9	1	2	0.000000	66.444444	66.444444	0.000000	0.000000	0	0	0
372	207	1	1	0.000000	25.314010	25.314010	0.000000	0.000000	0	0	0
373	55	2	2	0.000000	33.545455	19.709091	0.000000	0.000000	0	0	0
374	33	1	1	0.000000	35.242424	15.727273	0.000000	0.000000	0	0	0
375	15	2	2	0.000000	46.866667	38.066667	0.000000	0.000000	0	0	0
376	33	1	1	0.000000	25.272727	25.272727	0.000000	0.000000	0	0	0
377	23	2	2	0.000000	31.130435	31.130435	0.000000	0.000000	0	0	0
378	77	2	1	0.000000	31.155844	31.155844	0.000000	0.000000	0	0	0
379	33	2	2	0.000000	57.060606	57.060606	0.000000	0.000000	0	0	0
380	179	1	1	0.000000	35.905028	30.117318	0.000000	0.000000	0	0	0
381	75	2	2	0.000000	30.706667	30.706667	0.000000	0.000000	0	0	0
382	17	2	1	0.000000	17.529412	17.529412	0.000000	0.000000	0	0	0
383	58	1	1	0.000000	18.741379	18.741379	0.000000	0.000000	0	0	0
384	35	2	2	0.000000	30.514286	30.514286	0.000000	0.000000	0	0	0
385	145	2	2	0.000000	33.282759	33.282759	0.000000	0.000000	0	0	0
386	40	1	1	0.000000	18.050000	18.050000	0.000000	0.000000	0	0	0
387	5	2	2	0.000000	46.000000	46.000000	0.000000	0.000000	0	0	0
388	81	1	1	0.000000	23.283951	23.283951	0.000000	0.000000	0	0	0
389	81	2	2	0.000000	37.222222	37.222222	0.000000	0.000000	0	0	0
390	264	2	0	0.000000	19.719697	19.719697	0.000000	0.000000	0	0	0
391	146	1	1	0.000000	92.623288	70.589041	0.000000	0.000000	0	0	0
392	134	2	2	0.000000	23.253731	23.253731	0.000000	0.000000	0	0	0
393	288	1	1	0.000000	21.756944	21.756944	0.000000	0.000000	0	0	0
394	202	1	1	0.000000	14.316832	14.316832	0.000000	0.000000	0	0	0
395	43	2	2	0.000000	60.511628	60.511628	0.000000	0.000000	0	0	0
396	2	2	1	0.000000	50.000000	50.000000	0.000000	0.000000	0	0	0
397	3	1	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
398	21	2	2	0.000000	51.190476	51.190476	0.000000	0.000000	0	0	0
399	1040	2	1	0.000000	57.605769	51.825000	0.000000	0.000000	0	0	0
400	468	1	1	0.000000	26.290598	26.290598	0.000000	0.000000	0	0	0
401	2	2	1	0.000000	37.500000	37.500000	0.000000	0.000000	0	0	0
402	19	2	2	0.000000	37.894737	37.894737	0.000000	0.000000	0	0	0
403	193	1	1	0.000000	21.746114	21.746114	0.000000	0.000000	0	0	0
404	282	0	0	0.000000	12.687943	12.687943	0.000000	0.000000	0	0	0
405	126	1	1	0.000000	10.515873	10.515873	0.000000	0.000000	0	0	0
406	19	2	1	0.000000	50.894737	50.894737	0.000000	0.000000	0	0	0
407	144	1	1	0.000000	24.833333	24.833333	0.000000	0.000000	0	0	0
408	951	2	2	0.000000	31.797056	29.598318	0.000000	0.000000	0	0	0
409	81	1	1	0.000000	11.111111	11.111111	0.000000	0.000000	0	0	0
410	38	2	1	0.000000	49.973684	49.973684	0.000000	0.000000	0	0	0
411	179	1	1	0.000000	20.893855	20.893855	0.000000	0.000000	0	0	0
412	1	1	2	0.000000	62.000000	62.000000	0.000000	0.000000	0	0	0
413	732	1	2	0.000000	19.770492	19.770492	0.000000	0.000000	0	0	0
414	81	1	1	0.000000	1.395062	1.395062	0.000000	0.000000	0	0	0
415	94	1	1	0.000000	5.957447	5.957447	0.000000	0.000000	0	0	0
416	130	1	1	0.000000	19.284615	19.284615	0.000000	0.000000	0	0	0
417	81	1	1	0.000000	28.925926	28.925926	0.000000	0.000000	0	0	0
418	65	4	1	0.000000	131.553846	129.030769	0.000000	0.000000	0	0	0
419	64	1	2	0.000000	57.203125	56.765625	0.000000	0.000000	0	0	0
420	1	1	2	0.000000	49.000000	49.000000	0.000000	0.000000	0	0	0
421	130	2	1	0.000000	16.084615	16.084615	0.000000	0.000000	0	0	0
422	7	2	2	0.000000	37.571429	37.571429	0.000000	0.000000	0	0	0
423	343	1	1	0.000000	19.017493	19.017493	0.000000	0.000000	0	0	0
424	1	1	2	0.000000	47.000000	47.000000	0.000000	0.000000	0	0	0
425	81	1	1	0.000000	29.271605	29.271605	0.000000	0.000000	0	0	0
426	18	1	1	0.000000	10.500000	10.500000	0.000000	0.000000	0	0	0
427	42	2	2	0.000000	19.547619	19.547619	0.000000	0.000000	0	0	0
428	81	1	1	0.000000	14.271605	14.271605	0.000000	0.000000	0	0	0
429	10	2	2	0.000000	43.500000	43.500000	0.000000	0.000000	0	0	0
430	9	2	1	0.000000	33.666667	33.666667	0.000000	0.000000	0	0	0
431	80	1	1	0.000000	20.512500	20.512500	0.000000	0.000000	0	0	0
432	113	2	2	0.000000	54.557522	54.557522	0.000000	0.000000	0	0	0
433	93	1	1	0.000000	73.150538	73.150538	0.000000	0.000000	0	0	0
434	81	1	1	0.000000	17.839506	17.839506	0.000000	0.000000	0	0	0
435	33	2	2	0.000000	65.757576	65.757576	0.000000	0.000000	0	0	0
436	11	2	1	0.000000	46.363636	46.363636	0.000000	0.000000	0	0	0
437	162	1	1	0.000000	12.635802	12.635802	0.000000	0.000000	0	0	0
438	10	2	2	0.000000	21.700000	21.700000	0.000000	0.000000	0	0	0
439	168	1	1	0.000000	10.148810	10.148810	0.000000	0.000000	0	0	0
440	2	1	2	0.000000	99.000000	99.000000	0.000000	0.000000	0	0	0
441	412	1	1	0.000000	14.866505	14.866505	0.000000	0.000000	0	0	0
442	223	1	1	0.000000	14.035874	14.035874	0.000000	0.000000	0	0	0
443	12	2	2	0.000000	80.666667	80.666667	0.000000	0.000000	0	0	0
444	81	1	1	0.000000	27.074074	27.074074	0.000000	0.000000	0	0	0
445	2	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
446	108	2	2	0.000000	55.898148	55.898148	0.000000	0.000000	0	0	0
447	163	1	1	0.000000	25.607362	25.607362	0.000000	0.000000	0	0	0
448	29	1	1	0.000000	10.689655	10.689655	0.000000	0.000000	0	0	0
449	81	1	1	0.000000	13.506173	13.506173	0.000000	0.000000	0	0	0
450	134	1	1	0.000000	10.895522	10.895522	0.000000	0.000000	0	0	0
451	6	1	2	0.000000	29.666667	29.666667	0.000000	0.000000	0	0	0
452	1	1	2	0.000000	39.000000	39.000000	0.000000	0.000000	0	0	0
453	40	2	1	0.000000	21.725000	21.725000	0.000000	0.000000	0	0	0
454	105	2	2	0.000000	53.314286	33.971429	0.000000	0.000000	0	0	0
455	164	2	2	0.000000	38.152439	38.152439	0.000000	0.000000	0	0	0
456	376	1	1	0.000000	27.167553	27.167553	0.000000	0.000000	0	0	0
457	339	1	0	0.000000	19.946903	19.946903	0.000000	0.000000	0	0	0
458	43	2	2	0.000000	130.906977	115.441860	0.000000	0.000000	0	0	0
459	1	3	1	0.000000	86.000000	86.000000	0.000000	0.000000	0	0	0
460	123	3	1	0.000000	28.959350	24.154472	0.000000	0.000000	0	0	0
461	1	1	3	0.000000	61.000000	61.000000	0.000000	0.000000	0	0	0
462	376	1	1	0.000000	24.101064	24.101064	0.000000	0.000000	0	0	0
463	81	1	1	0.000000	14.716049	14.716049	0.000000	0.000000	0	0	0
464	123	2	2	0.000000	21.569106	16.252033	0.000000	0.000000	0	0	0
465	1	2	1	0.000000	98.000000	98.000000	0.000000	0.000000	0	0	0
466	1	3	1	0.000000	79.000000	79.000000	0.000000	0.000000	0	0	0
467	3	1	2	0.000000	41.000000	41.000000	0.000000	0.000000	0	0	0
468	1	1	2	0.000000	64.000000	64.000000	0.000000	0.000000	0	0	0
469	81	1	1	0.000000	18.938272	18.938272	0.000000	0.000000	0	0	0
470	243	1	1	0.000000	15.864198	15.864198	0.000000	0.000000	0	0	0
471	5	2	2	0.000000	28.200000	28.200000	0.000000	0.000000	0	0	0
472	318	2	2	0.000000	25.110063	25.110063	0.000000	0.000000	0	0	0
473	131	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
474	64	1	1	0.000000	9.390625	9.390625	0.000000	0.000000	0	0	0
475	2	2	1	0.000000	48.000000	48.000000	0.000000	0.000000	0	0	0
476	117	1	1	0.000000	18.435897	18.435897	0.000000	0.000000	0	0	0
477	12	1	2	0.000000	26.416667	26.416667	0.000000	0.000000	0	0	0
478	10	1	1	0.000000	10.300000	10.300000	0.000000	0.000000	0	0	0
479	18	2	2	0.000000	27.777778	27.777778	0.000000	0.000000	0	0	0
480	60	2	2	0.000000	60.966667	60.966667	0.000000	0.000000	0	0	0
481	179	1	1	0.000000	24.581006	24.581006	0.000000	0.000000	0	0	0
482	228	1	1	0.000000	19.315789	19.315789	0.000000	0.000000	0	0	0
483	57	2	1	0.000000	115.596491	56.105263	0.000000	0.000000	0	0	0
484	161	1	1	0.000000	26.689441	26.689441	0.000000	0.000000	0	0	0
485	7	2	2	0.000000	46.714286	46.714286	0.000000	0.000000	0	0	0
486	17	2	2	0.000000	38.000000	38.000000	0.000000	0.000000	0	0	0
487	106	1	1	0.000000	18.405660	18.405660	0.000000	0.000000	0	0	0
488	81	1	1	0.000000	18.172840	18.172840	0.000000	0.000000	0	0	0
489	81	1	1	0.000000	20.913580	20.913580	0.000000	0.000000	0	0	0
490	140	1	1	0.000000	9.892857	9.892857	0.000000	0.000000	0	0	0
491	337	0	0	0.000000	5.551929	5.551929	0.000000	0.000000	0	0	0
492	81	1	1	0.000000	18.172840	18.172840	0.000000	0.000000	0	0	0
493	626	2	3	0.000000	128.632588	128.372204	0.000000	0.000000	0	0	0
494	81	1	1	0.000000	17.432099	17.432099	0.000000	0.000000	0	0	0
495	71	1	1	0.000000	18.478873	18.478873	0.000000	0.000000	0	0	0
496	81	1	1	0.000000	1.469136	1.469136	0.000000	0.000000	0	0	0
497	81	1	1	0.000000	20.641975	20.641975	0.000000	0.000000	0	0	0
498	7	2	2	0.000000	35.285714	35.285714	0.000000	0.000000	0	0	0
499	81	1	1	0.000000	13.333333	13.333333	0.000000	0.000000	0	0	0
500	81	1	1	0.000000	12.641975	12.641975	0.000000	0.000000	0	0	0
501	305	1	2	0.000000	19.914754	19.914754	0.000000	0.000000	0	0	0
502	15	1	2	0.000000	22.933333	22.933333	0.000000	0.000000	0	0	0
503	18	2	2	0.000000	33.722222	33.722222	0.000000	0.000000	0	0	0
504	2	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
505	6	2	1	0.000000	57.333333	57.333333	0.000000	0.000000	0	0	0
506	41	2	2	0.000000	67.658537	44.195122	0.000000	0.000000	0	0	0
507	103	1	1	0.000000	15.029126	15.029126	0.000000	0.000000	0	0	0
508	1	1	2	0.000000	42.000000	42.000000	0.000000	0.000000	0	0	0
509	81	1	1	0.000000	2.407407	2.407407	0.000000	0.000000	0	0	0
510	200	2	1	0.000000	9.645000	9.645000	0.000000	0.000000	0	0	0
511	81	1	1	0.000000	17.777778	17.777778	0.000000	0.000000	0	0	0
512	344	1	1	0.000000	23.773256	23.773256	0.000000	0.000000	0	0	0
513	260	1	1	0.000000	13.296154	13.296154	0.000000	0.000000	0	0	0
514	81	1	1	0.000000	27.679012	27.679012	0.000000	0.000000	0	0	0
515	1	1	1	0.000000	280.000000	280.000000	0.000000	0.000000	0	0	0
516	43	2	1	0.000000	43.488372	43.488372	0.000000	0.000000	0	0	0
517	45	1	1	0.000000	23.444444	23.444444	0.000000	0.000000	0	0	0
518	1	1	2	0.000000	30.000000	30.000000	0.000000	0.000000	0	0	0
519	1	1	2	0.000000	53.000000	53.000000	0.000000	0.000000	0	0	0
520	4	1	2	0.000000	34.750000	34.750000	0.000000	0.000000	0	0	0
521	4	2	2	0.000000	61.250000	61.250000	0.000000	0.000000	0	0	0
522	110	1	1	0.000000	15.727273	15.727273	0.000000	0.000000	0	0	0
523	135	1	1	0.000000	1.081481	1.081481	0.000000	0.000000	0	0	0
524	163	1	1	0.000000	24.901840	24.901840	0.000000	0.000000	0	0	0
525	12	1	1	0.000000	19.500000	19.500000	0.000000	0.000000	0	0	0
526	12	2	2	0.000000	44.000000	44.000000	0.000000	0.000000	0	0	0
527	1	1	2	0.000000	40.000000	40.000000	0.000000	0.000000	0	0	0
528	1	1	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
529	4	2	2	0.000000	54.000000	54.000000	0.000000	0.000000	0	0	0
530	3	2	1	0.000000	36.333333	36.333333	0.000000	0.000000	0	0	0
531	85	1	1	0.000000	22.200000	22.200000	0.000000	0.000000	0	0	0
532	81	1	1	0.000000	1.333333	1.333333	0.000000	0.000000	0	0	0
533	1	2	2	0.000000	46.000000	46.000000	0.000000	0.000000	0	0	0
534	180	2	2	0.000000	51.938889	39.861111	0.000000	0.000000	0	0	0
535	81	1	1	0.000000	2.987654	2.987654	0.000000	0.000000	0	0	0
536	13	1	2	0.000000	131.846154	69.846154	0.000000	0.000000	0	0	0
537	81	1	1	0.000000	14.876543	14.876543	0.000000	0.000000	0	0	0
538	34	1	1	0.000000	9.441176	9.441176	0.000000	0.000000	0	0	0
539	81	1	1	0.000000	11.901235	11.901235	0.000000	0.000000	0	0	0
540	212	1	1	0.000000	14.264151	14.264151	0.000000	0.000000	0	0	0
541	150	1	1	0.000000	17.513333	17.513333	0.000000	0.000000	0	0	0
542	254	1	1	0.000000	22.003937	22.003937	0.000000	0.000000	0	0	0
543	8	2	1	0.000000	8.250000	8.250000	0.000000	0.000000	0	0	0
544	2	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
545	3	2	1	0.000000	50.666667	50.666667	0.000000	0.000000	0	0	0
546	2	1	1	0.000000	94.000000	34.500000	0.000000	0.000000	0	0	0
547	6	2	2	0.000000	20.333333	20.333333	0.000000	0.000000	0	0	0
548	43	1	1	0.000000	7.627907	7.627907	0.000000	0.000000	0	0	0
549	39	1	1	0.000000	11.487179	11.487179	0.000000	0.000000	0	0	0
550	116	1	1	0.000000	12.034483	12.034483	0.000000	0.000000	0	0	0
551	62	1	2	0.000000	50.112903	50.112903	0.000000	0.000000	0	0	0
552	126	1	1	0.000000	47.976190	45.738095	0.000000	0.000000	0	0	0
553	71	1	1	0.000000	12.169014	12.169014	0.000000	0.000000	0	0	0
554	3	2	2	0.000000	23.333333	23.333333	0.000000	0.000000	0	0	0
555	2	1	2	0.000000	42.000000	42.000000	0.000000	0.000000	0	0	0
556	28	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
557	135	1	1	0.000000	18.325926	18.325926	0.000000	0.000000	0	0	0
558	64	1	1	0.000000	5.250000	5.250000	0.000000	0.000000	0	0	0
559	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
560	81	1	1	0.000000	1.123457	1.123457	0.000000	0.000000	0	0	0
561	202	1	1	0.000000	10.529703	10.529703	0.000000	0.000000	0	0	0
562	9	1	2	0.000000	20.888889	20.888889	0.000000	0.000000	0	0	0
563	3	2	2	0.000000	30.000000	30.000000	0.000000	0.000000	0	0	0
564	81	1	1	0.000000	1.901235	1.901235	0.000000	0.000000	0	0	0
565	174	1	1	0.000000	13.298851	13.298851	0.000000	0.000000	0	0	0
566	60	2	2	0.000000	25.283333	25.283333	0.000000	0.000000	0	0	0
567	121	1	1	0.000000	9.735537	9.735537	0.000000	0.000000	0	0	0
568	138	1	1	0.000000	10.456522	10.456522	0.000000	0.000000	0	0	0
569	8	2	2	0.000000	50.000000	50.000000	0.000000	0.000000	0	0	0
570	45	1	1	0.000000	21.444444	21.444444	0.000000	0.000000	0	0	0
571	7	2	1	0.000000	83.000000	83.000000	0.000000	0.000000	0	0	0
572	81	1	1	0.000000	17.222222	17.222222	0.000000	0.000000	0	0	0
573	64	1	1	0.000000	4.453125	4.453125	0.000000	0.000000	0	0	0
574	29	1	1	0.000000	2.758621	2.758621	0.000000	0.000000	0	0	0
575	187	0	0	0.000000	2.278075	2.278075	0.000000	0.000000	0	0	0
576	1	2	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
577	81	1	1	0.000000	1.086420	1.086420	0.000000	0.000000	0	0	0
578	104	2	1	0.000000	24.913462	24.913462	0.000000	0.000000	0	0	0
